ARRAY;INDEX;TYPE;FR;EN;DE
WELCOME_BUBBLES_TEXT;2;0;Votre liste des courses Kookiiz se met automatiquement à jour ici. En passant avec votre pointeur sur les éléments de la liste vous pouvez éditer leur quantité.;You Kookiiz shopping list is automatically updated here. You can edit each item by hovering it.;Ihre Kookiiz Einkaufsliste aktualisiert sich hier automatisch. Um die Menge eines Elements der Liste zu ändern, bewegen Sie die Maus darüber.
WELCOME_BUBBLES_TEXT;3;0;"Pour un suivi nutritionnel plus approfondi, vous pouvez personnaliser votre profil sur ce panneau. Essayez de cliquer sur ""Mon profil physique"" pour afficher d'autres paramètres.";"For a custom nutritional tracking, you can customize your profile on this panel. Click on ""my anatomy"" to display other parameters.";"Um Ihre Ernährung genauer zu verfolgen, personalisieren Sie Ihr Profil auf diesem Pannel. Klicken sie auf ""Mon profil physique"" um weitere Parameter anzuzeigen."
WELCOME_BUBBLES_TEXT;4;0;"Suivez votre alimentation ici ! Ce graphique vous indique le contenu nutritionnel de votre menu jour après jour. Essayez d'atteindre la ligne verte de l'équilibre ;) !";Track your nutrition here! This graph indicates the nutritional content of your menu day by day. Try to reach the green line of equilibrium !;Folgen Sie Ihrer Ernährung hier! Diese Grafik zeigt den Nährwert Ihres Menüs Tag für Tag. Versuchen Sie die grüne Linie des Gleichgewichts zu erreichen!
WELCOME_BUBBLES_TEXT;5;0;"Ce panneau vous indique les valeurs nutritives moyennes de votre menu sur la même période que le graphique central. Cliquez sur ""Valeurs essentielles"" pour afficher d'autres nutriments.";"This panel indicates the average nutritive values for the selected period of the graph. Click on ""Essential values"" to display other nutriments.";"Dieses Pannel informiert Sie über die durchschnittlichen Nährwerte Ihres Menüs über dieselbe Periode wie die Hauptgrafik. Klicken Sie auf ""Essentielle Werte"" um weitere Nährstoffe anzuzeigen."
WELCOME_BUBBLES_TEXT;6;0;"Cliquez sur ""Ajouter"" pour chercher des amis sur Kookiiz ! Vous pouvez ensuite glisser des recettes sur leur nom pour les partager.";"Click ""Add"" to search for your friends! Drag & drop recipes on your friends to share.";"Klicken Sie auf ""Hinzufügen"" um Ihre Freunde auf Kookiiz zu suchen! Sie können anschliessend Rezepte ziehen und auf den Namen Ihrer Freunde loslassen um mit ihnen Rezepte zu teilen."
WELCOME_BUBBLES_TEXT;7;0;Partagez votre statut culinaire avec vos amis sur Kookiiz. Vous pouvez par exemple mentionner une recette que vous avez particulièrement aimée ou celle que vous aller cuisiner !;Share your status with your friends. You can share a recipe you liked/disliked or the one you are about to cook!;Teilen Sie Ihren kulinarischen Status mir Ihren Freunden auf Kookiiz. Sie können zum Beispiel ein Rezept welches Sie besonders mochten erwähnen oder eines welches Sie kochen werden!
WELCOME_BUBBLES_TEXT;8;0;"Préparez vos invitations ici ! Cliquez sur ""Nouveau"", puis glissez vos amis et vos recettes sur la table pour les ajouter, c'est aussi simple que ça !";"Set-up your invitations here! Click on ""New"", then drag and drop your friends and recipes on the table to add them. It is as hard as it gets!";"Bereiten Sie Ihre Einladungen hier vor! Klicken Sie auf ""Neu"" und ziehen Sie anschliessend Ihre Freunde und Rezepte auf die Tabelle um diese hinzuzufügen. Es ist wirklich so einfach!"
WELCOME_MENU;0;0;Mes Recettes;My Recipes;
WELCOME_MENU;1;0;Mon Menu;My Menu;
WELCOME_MENU;2;0;Ma Nutrition;My Nutrition;
WELCOME_MENU;3;0;Mes Amis;My Friends;
WELCOME_TEXTS;0;0;Kookiiz en vidéo;Kookiiz on video;
WELCOME_TEXTS;1;0;Déjà inscrit(e) ?;Already registered?;
WELCOME_TEXTS;2;0;Remplissez les champs ci-dessous pour vous connecter à votre compte Kookiiz.;Fill in the fields below to connect to your Kookiiz account.;
