"ref";"name_fr";"name_en";"tags_fr";"tags_en";"cat";"pic";"unit";"wpu";"price";"exp";"prob"
3168.00;"turbot";"turbot";"poisson";"fish";15.00;"fish";1.00;0.00;3.00;1.00;"5"
218.00;"vanille (extrait)";"vanilla (extract)";"épice";"spice";2.00;;5.00;0.00;15.00;1000.00;"5"
216.00;"vanille (gousse)";"vanilla (pod)";"épice";"spice";2.00;;10.00;5.00;15.00;1000.00;"5"
3508.00;"veau";"calf";"viande";"meat";17.00;;1.00;0.00;5.00;3.00;"5"
3548.00;"veau (blanquette)";"veal (stew)";"viande";"meat";17.00;;1.00;0.00;2.10;3.00;"4"
3604.00;"veau (cervelle)";"veal (brain)";"viande,abats";"meat, offal";17.00;;1.00;0.00;;1.00;"2"
3609.00;"veau (coeur)";"veal (heart)";"viande,abats";"meat, offal";17.00;;1.00;0.00;;1.00;"2"
3531.00;"veau (côte)";"veal (coast)";"viande";"meat";17.00;"veal_chop";1.00;250.00;6.90;3.00;"5"
5205.00;"veau (côtelette)";"veal (chop)";"viande";"meat";17.00;"veal_chop";1.00;200.00;6.90;3.00;"5"
3561.00;"veau (émincé)";"veal (chopped)";"viande";"meat";17.00;;1.00;0.00;5.85;3.00;"5"
5207.00;"veau (épaule)";"veal (shoulder)";"viande";"meat";17.00;;1.00;0.00;5.00;3.00;"4"
3521.00;"veau (escalope)";"veal (cutlet)";"viande";"meat";17.00;"veal_cutlet";1.00;100.00;6.00;3.00;"5"
3555.00;"veau (filet)";"veal (tenderloin)";"viande";"meat";17.00;"tenderloin";1.00;150.00;8.00;3.00;"5"
3618.00;"veau (foie)";"veal (liver)";"viande,abats";"meat, offal";17.00;"calf_liver";1.00;100.00;3.85;1.00;"4"
3562.00;"veau (haché)";"veal (chopped)";"viande";"meat";17.00;"minced_meat";1.00;0.00;5.00;1.00;"3"
3543.00;"veau (jarret)";"calf (shin)";"viande";"meat";17.00;;1.00;0.00;2.20;3.00;"3"
3638.00;"veau (langue)";"veal (tongue)";"viande,abats";"meat, offal";17.00;;1.00;0.00;;1.00;"2"
3554.00;"veau (médaillon)";"veal (inset)";"viande";"meat";17.00;;1.00;150.00;8.00;3.00;"5"
3558.00;"veau (noix)";"veal (nuts)";"viande";"meat";17.00;;1.00;0.00;4.00;3.00;"3"
3549.00;"veau (palette)";"veal (pallet)";"viande";"meat";17.00;;1.00;0.00;2.10;3.00;"3"
3524.00;"veau (picata)";"veal (jitap)";"viande";"meat";17.00;;1.00;0.00;7.25;3.00;"4"
3613.00;"veau (rognons)";"veal (kidney)";"viande,abats";"meat, offal";17.00;"veal_kidneys";1.00;0.00;;1.00;"4"
3537.00;"veau (rôti)";"veal (roast)";"viande";"meat";17.00;"veal_roast";1.00;0.00;;3.00;"5"
3634.00;"veau (thymus)";"calf (thymus)";"viande,abats";"meat, offal";17.00;;1.00;0.00;;1.00;"3"
5535.00;"vermicelles de soja";"soy noodles";;;16.00;;1.00;0.00;;7.00;"3"
5920.00;"vermicelles de soya";"soy noodles";;;16.00;;1.00;0.00;;7.00;"3"
1154.00;"viande froide (boeuf)";"luncheon meat (beef)";;;7.00;;1.00;0.00;;3.00;"4"
1155.00;"viande froide (porc)";"luncheon meat (pork)";;;7.00;;1.00;0.00;3.30;3.00;"4"
2707.00;"viande séchée (boeuf)";"dried meat (beef)";"viande";"meat";13.00;;1.00;0.00;8.00;7.00;"5"
2849.00;"vin";"wine";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"5"
2852.00;"vin blanc";"white wine";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"5"
5551.00;"vin de cuisine";"cooking wine";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;1.00;1000.00;"5"
2937.00;"vin de dessert (sec)";"dessert wine (dry)";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"4"
2848.00;"vin de dessert (sucré)";"dessert wine (sweet)";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"4"
5552.00;"vin de table (léger)";"table wine (light)";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"4"
2851.00;"vin rosé";"rosé wine";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"5"
2850.00;"vin rouge";"red wine";"boisson,alcool";"beverage alcohol";14.00;;4.00;0.00;2.00;1000.00;"5"
14.00;"vinaigre balsamique";"balsamic vinegar";"condiment";"condiment";2.00;;5.00;0.00;0.80;1000.00;"5"
13.00;"vinaigre de cidre";"cider vinegar";"condiment";"condiment";2.00;;5.00;0.00;0.32;1000.00;"4"
6195.00;"vinaigre de vin rouge";"red wine vinegar";"condiment";"condiment";2.00;;5.00;0.00;0.20;1000.00;"5"
533.00;"vinaigrette française";"french dressing";"sauce,salade";"sauce, salad";4.00;;4.00;0.00;0.55;1000.00;"5"
532.00;"vinaigrette italienne";"italian dressing";"sauce,salade";"sauce, salad";4.00;;4.00;0.00;0.55;1000.00;"5"
5330.00;"vinaigrette ranch";"ranch dressing";"sauce,salade";"sauce, salad";4.00;;4.00;0.00;0.55;1000.00;"5"
3067.00;"vivaneau";"red snapper";"poisson";"fish";15.00;;1.00;0.00;;1.00;"3"
2846.00;"vodka";"vodka";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;2.00;1000.00;"3"
1164.00;"volaille à tartiner";"poultry spreads";;;7.00;;1.00;0.00;1.95;1000.00;"4"
5725.00;"wapiti (entrecôte)";"elk (steak)";"viande";"meat";17.00;;1.00;150.00;6.40;3.00;"5"
5727.00;"wapiti (escalope)";"elk (scallop)";"viande";"meat";17.00;;1.00;150.00;4.10;3.00;"5"
5724.00;"wapiti (haché)";"elk (chopped)";"viande";"meat";17.00;;1.00;150.00;;1.00;"4"
4868.00;"wasabi";"wasabi";"condiment,racine";"condiment, root";11.00;;1.00;0.00;12.00;7.00;"5"
2277.00;"waxgourd (melon d'eau chinois)";"waxgourd (watermelon chinese)";"légume";"vegetable";11.00;;1.00;0.00;;3.00;"4"
2844.00;"whisky";"whiskey";"boisson,alcool";"beverage alcohol";14.00;;5.00;0.00;4.00;1000.00;"5"
4001.00;"wonton";"wonton";;;18.00;;1.00;0.00;;1000.00;"3"
4885.00;"yautia (tannier, chou des Caraibes)";"yautia (tannier cabbage caribbean)";"légume";"vegetable";11.00;;1.00;0.00;;3.00;"4"
156.00;"yogourt (à boire)";"yogurt (drinking)";"yaourt,yoghourt";;1.00;;4.00;0.00;0.40;7.00;"4"
5303.00;"yogourt (chocolat)";"yogurt (chocolate)";"yaourt,yoghourt";;1.00;"yogourt";1.00;0.00;0.35;7.00;"5"
5610.00;"yogourt (tofu)";"yogurt (tofu)";"yaourt,yoghourt";;16.00;;1.00;0.00;0.55;7.00;"4"
5485.00;"yogourt glacé (chocolat)";"frozen yogurt (chocolate)";"glace";"ice";19.00;"yogourt";1.00;0.00;0.50;1000.00;"4"
155.00;"yogourt nature";"plain yogurt";"yaourt,yoghourt";;1.00;"yogourt";1.00;0.00;0.30;7.00;"5"
142.00;"yogourt nature (allégé)";"plain yogurt (reduced)";"yaourt,yoghourt";;1.00;"yogourt";1.00;0.00;0.30;7.00;"5"
4731.00;"nuoc-mam";"nuoc-mam";"sauce";"sauce";6.00;;5.00;0.00;1.50;1000.00;"3"
5356.00;"bouillon de poisson (poudre)";"fish stock";"condiment";"condiment";6.00;;1.00;0.00;;1000.00;"3"
4728.00;"fumet de poisson";"fish stock";"condiment";"condiment";6.00;;1.00;0.00;;1000.00;"3"
5398.00;"vin cuit (raisinée)";"raisinée";"sirop";"sirup";19.00;;4.00;0.00;1.00;1000.00;"3"
1936.00;"bacon (tranche)";"bacon slice";"viande";"meat";10.00;;10.00;10.00;1.70;14.00;"4"
2569.00;"noisettes (poudre)";"haselnut (powder)";;;12.00;;1.00;0.00;2.00;1000.00;"3"
2936.00;"amaretto (liqueur)";"amaretto liquor";"alcool";"alcohol";14.00;;5.00;0.00;5.00;1000.00;"3"
2925.00;"calvados";"calvados";"alcool";"alcohol";14.00;;5.00;0.00;3.00;1000.00;"3"
4022.00;"blini (blintz)";"blini bread";"pain";;18.00;;10.00;30.00;0.60;7.00;"3"
